0.06,1.17,0.80
0.04,1.16,0.79
0.03,1.16,0.77
0.03,1.16,0.75
0.01,1.17,0.71
-0.00,1.17,0.68
-0.01,1.16,0.64
-0.02,1.15,0.60
-0.03,1.13,0.56
-0.03,1.13,0.47
-0.03,1.15,0.42
-0.03,1.17,0.35
-0.02,1.18,0.30
-0.02,1.19,0.24
-0.02,1.18,0.18
-0.02,1.16,0.13
0.01,1.13,0.11
0.03,1.12,0.10
0.01,1.11,0.09
-0.01,1.12,0.10
-0.02,1.12,0.10
-0.03,1.12,0.10
-0.03,1.12,0.10
-0.02,1.12,0.11
-0.00,1.12,0.11
0.00,1.13,0.11
0.00,1.13,0.09
0.01,1.12,0.06
0.00,1.10,0.02
-0.01,1.08,-0.01
-0.01,1.05,-0.04
-0.00,1.03,-0.10
-0.00,1.01,-0.15
-0.01,0.00,-0.21
-0.01,0.99,-0.27
-0.07,0.99,-0.36
-0.09,0.99,-0.42
-0.12,1.02,-0.49
-0.13,1.05,-0.56
-0.13,1.09,-0.64
-0.14,1.16,-0.75
-0.13,1.24,-0.87
-0.13,1.33,-1.03
-0.16,1.48,-1.33
-0.18,1.52,-1.47
-0.21,1.54,-1.59
-0.23,1.55,-1.69
-0.27,1.54,-1.74
-0.31,1.53,-1.75
-0.36,1.54,-1.76
-0.41,1.56,-1.76
-0.54,1.64,-1.72
-0.61,1.70,-1.70
-0.70,1.75,-1.65
-0.80,1.78,-1.59
-0.93,1.82,-1.53
-1.05,1.91,-1.49
-1.18,2.01,-1.43
-1.31,2.11,-1.34
-1.45,2.20,-1.26
-1.78,2.35,-1.04
-1.96,2.41,-0.90
-2.13,2.49,-0.78
-2.30,2.55,-0.64
-2.47,2.58,-0.46
-2.60,2.57,-0.28
-2.71,2.54,-0.08
-2.83,2.45,0.13
-2.87,2.37,0.31
-2.86,2.16,0.65
-2.80,2.01,0.81
-2.71,1.86,0.96
-2.61,1.72,1.07
-2.51,1.59,1.15
-2.41,1.49,1.20
-2.30,1.42,1.23
-2.20,1.34,1.25
-1.98,1.22,1.26
-1.86,1.16,1.27
-1.75,1.11,1.27
-1.65,1.05,1.26
-1.55,1.01,1.24
-1.49,1.07,1.20
-1.45,1.12,1.20
-1.37,1.12,1.21
-1.29,1.09,1.22
-1.24,1.04,1.26
-1.20,0.96,1.28
-1.18,0.89,1.27
-1.17,0.86,1.26
-1.18,0.90,1.25
-1.20,0.91,1.30
-1.20,0.89,1.36
-1.23,0.85,1.41
-1.26,0.80,1.45
-1.28,0.73,1.50
-1.30,0.71,1.50
-1.36,0.73,1.50
-1.45,0.79,1.51
-1.57,0.80,1.56
-1.63,0.80,1.58
-1.60,0.81,1.54
-1.55,0.79,1.53
-1.54,0.81,1.51
-1.64,0.80,1.55
-1.76,0.82,1.55
-1.89,0.86,1.57
-2.01,0.88,1.60
-2.15,0.90,1.62
-2.29,0.88,1.64
-2.56,0.78,1.66
-2.69,0.76,1.67
-2.84,0.79,1.71
-3.12,0.81,1.81
-3.44,0.81,1.89
-3.75,0.82,1.94
-4.09,0.85,1.98
-4.37,0.86,2.00
-4.55,0.84,2.03
-4.76,0.80,2.11
-5.41,0.68,2.26
-5.76,0.67,2.33
-6.09,0.74,2.33
-6.44,0.88,2.33
-6.76,1.06,2.33
-6.99,1.25,2.28
-7.19,1.38,2.21
-7.36,1.47,2.16
-7.49,1.70,2.03
-7.51,1.91,1.95
-7.53,2.13,1.87
-7.53,2.41,1.77
-7.47,2.70,1.66
-7.36,2.91,1.57
-7.22,3.10,1.45
-7.10,3.25,1.33
-6.93,3.34,1.24
-6.56,3.29,1.15
-6.36,3.27,1.07
-6.17,3.28,1.02
-6.04,3.29,1.01
-5.93,3.29,0.99
-5.84,3.25,0.98
-5.84,3.21,0.97
-5.81,3.16,0.94
-5.80,3.13,0.88
-5.76,3.04,0.67
-5.74,3.01,0.57
-5.74,2.97,0.49
-5.77,2.86,0.41
-5.84,2.72,0.32
-5.91,2.56,0.23
-5.99,2.38,0.13
-6.06,2.18,0.02
-6.01,1.73,-0.20
-5.93,1.43,-0.29
-5.79,1.10,-0.38
-5.62,0.80,-0.45
-5.46,0.55,-0.50
-5.27,0.32,-0.57
-5.07,0.14,-0.65
-4.91,-0.05,-0.74
-4.48,-0.56,-1.07
-4.32,-0.87,-1.22
-4.14,-1.15,-1.38
-3.95,-1.35,-1.53
-3.79,-1.51,-1.67
-3.64,-1.64,-1.79
-3.39,-1.80,-1.93
-3.10,-1.92,-2.03
-2.62,-2.14,-2.15
-2.38,-2.24,-2.16
-2.19,-2.29,-2.11
-2.06,-2.29,-2.05
-1.94,-2.24,-1.97
-1.85,-2.14,-1.85
-1.80,-2.02,-1.72
-1.78,-1.89,-1.59
-1.79,-1.74,-1.44
-1.81,-1.40,-1.11
-1.87,-1.06,-0.79
-1.95,-0.91,-0.64
-2.01,-0.76,-0.51
-2.04,-0.62,-0.41
-2.07,-0.49,-0.32
-2.06,-0.36,-0.24
-2.03,-0.25,-0.18
-1.00,-0.16,-0.13
-1.92,0.01,-0.06
-1.92,0.09,-0.02
-1.88,0.15,0.01
-1.83,0.19,0.04
-1.78,0.23,0.05
-1.74,0.28,0.06
-1.69,0.33,0.07
-1.63,0.38,0.07
-1.57,0.42,0.08
-1.49,0.47,0.09
-1.45,0.48,0.09
-1.40,0.48,0.11
-1.35,0.49,0.14
-1.28,0.56,0.18
-1.20,0.66,0.22
-1.10,0.75,0.25
-0.98,0.87,0.28
-0.68,1.09,0.39
-0.58,1.17,0.47
-0.45,1.24,0.57
-0.33,1.30,0.68
-0.29,1.38,0.82
-0.25,1.46,0.96
-0.15,1.53,1.05
0.00,1.60,1.16
0.22,1.68,1.29
0.29,1.70,1.34
0.33,1.71,1.38
0.36,1.70,1.40
0.41,1.69,1.41
0.47,1.69,1.40
0.51,1.67,1.36
0.52,1.62,1.31
0.54,1.57,1.23
0.51,1.45,1.07
0.48,1.38,0.99
0.45,1.31,0.92
0.41,1.23,0.85
0.36,1.16,0.79
0.34,1.10,0.75
0.32,1.03,0.72
0.32,0.99,0.69
0.32,0.95,0.66
0.30,0.93,0.63
0.27,0.93,0.62
0.24,0.93,0.62
0.23,0.94,0.63
0.23,0.95,0.65
