-4.23,0.04,0.65
-3.56,0.17,1.08
-3.24,0.18,1.04
-3.09,0.21,1.02
-3.69,0.02,0.24
-4.14,0.14,0.52
-2.94,0.24,1.03
-3.53,0.02,0.21
-3.41,0.17,1.07
-4.19,0.12,0.59
-4.26,0.00,0.66
-3.85,0.04,0.28
-4.19,0.08,0.63
-3.81,0.19,1.09
-2.81,0.27,1.06
-4.02,0.08,0.32
-2.71,0.31,1.09
-3.37,0.02,0.20
-3.99,0.15,1.11
-2.30,0.42,1.14
-4.28,-0.02,0.68
-4.11,0.11,1.13
-3.71,0.18,1.09
-3.22,0.05,0.18
-2.19,0.45,1.15
-2.50,0.36,1.13
-2.40,0.38,1.14
-3.05,0.08,0.14
-2.09,0.50,1.16
-4.21,0.07,1.13
-2.32,0.04,-0.21
-4.29,0.04,1.11
-4.32,-0.02,0.73
-2.60,0.08,-0.06
-1.92,0.59,1.18
-4.36,0.02,1.06
-4.39,0.00,0.87
-2.01,0.54,1.17
-1.71,0.72,1.19
-1.20,0.93,1.07
-2.87,0.10,0.10
-1.09,-0.08,-0.49
