0.01,0.77,-0.45
0.00,0.77,-0.48
-0.02,0.77,-0.51
-0.04,0.77,-0.53
-0.07,0.77,-0.55
-0.10,0.76,-0.57
-0.12,0.76,-0.58
-0.15,0.75,-0.59
-0.19,0.75,-0.60
-0.21,0.75,-0.60
-0.23,0.75,-0.61
-0.25,0.75,-0.61
-0.27,0.75,-0.61
-0.28,0.75,-0.62
-0.30,0.74,-0.61
-0.31,0.74,-0.61
-0.33,0.74,-0.60
-0.36,0.77,-0.58
-0.36,0.79,-0.56
-0.36,0.82,-0.54
-0.36,0.85,-0.52
-0.37,0.88,-0.49
-0.35,0.92,-0.46
-0.34,0.95,-0.41
-0.32,0.99,-0.36
-0.32,1.02,-0.30
-0.31,1.08,-0.17
-0.32,1.11,-0.10
-0.32,1.17,0.02
-0.32,1.19,0.07
-0.33,1.20,0.10
-0.34,1.20,0.13
-0.33,1.21,0.15
-0.32,1.22,0.15
-0.32,1.23,0.15
-0.30,1.23,0.14
-0.27,1.22,0.13
-0.25,1.21,0.13
-0.23,1.20,0.13
-0.22,1.18,0.13
-0.21,1.16,0.13
-0.18,1.15,0.13
-0.12,1.12,0.12
-0.08,1.10,0.11
-0.02,1.07,0.11
0.00,1.05,0.10
0.02,1.02,0.08
0.03,0.99,0.05
0.04,0.95,0.02
0.06,0.91,-0.02
0.04,0.84,-0.07
0.02,0.78,-0.13
-0.06,0.65,-0.32
-0.09,0.56,-0.41
-0.13,0.46,-0.50
-0.15,0.38,-0.56
-0.15,0.30,-0.61
-0.16,0.22,-0.66
-0.16,0.15,-0.71
-0.17,0.10,-0.73
-0.16,0.06,-0.75
-0.16,0.03,-0.77
-0.14,0.02,-0.76
-0.14,0.04,-0.74
-0.16,0.07,-0.72
-0.19,0.11,-0.69
-0.22,0.18,-0.65
-0.23,0.27,-0.61
-0.25,0.38,-0.57
-0.28,0.50,-0.53
-0.41,0.75,-0.49
-0.48,0.87,-0.48
-0.56,0.97,-0.47
-0.62,1.08,-0.45
-0.67,1.17,-0.43
-0.73,1.25,-0.39
-0.79,1.33,-0.35
-0.83,1.39,-0.31
-0.89,1.44,-0.16
-0.90,1.45,-0.08
-0.92,1.46,0.00
-0.91,1.45,0.08
-0.91,1.43,0.17
-0.92,1.41,0.27
-0.92,1.38,0.37
-0.92,1.37,0.48
-0.93,1.32,0.58
-0.97,1.27,0.79
-0.97,1.23,0.88
-0.97,1.18,0.96
-0.96,1.13,1.05
-0.94,1.09,1.12
-0.94,1.04,1.18
-0.96,0.99,1.24
-0.98,0.95,1.29
-1.08,0.86,1.36
-1.14,0.83,1.40
-1.19,0.80,1.40
-1.26,0.77,1.38
-1.34,0.75,1.36
-1.43,0.74,1.32
-1.54,0.73,1.26
-1.64,0.73,1.19
-1.91,0.70,1.02
-2.06,0.66,0.91
-2.20,0.64,0.80
-2.34,0.63,0.73
-2.49,0.62,0.66
-2.61,0.60,0.59
-2.71,0.57,0.53
-2.81,0.56,0.47
-2.95,0.53,0.41
-3.22,0.43,0.26
-3.31,0.41,0.24
-3.38,0.38,0.25
-3.41,0.35,0.27
-3.42,0.32,0.28
-3.43,0.30,0.30
-3.43,0.26,0.33
-3.44,0.20,0.40
-3.44,0.15,0.49
-3.52,0.08,0.63
-3.58,0.08,0.68
-3.65,0.11,0.72
-3.77,0.15,0.76
-3.87,0.16,0.79
-3.92,0.15,0.84
-3.93,0.16,0.87
-3.99,0.18,0.89
-4.03,0.28,0.89
-4.04,0.35,0.88
-4.02,0.45,0.85
